deparment,code,discription,rate
DEPARTMENT OF NEURO SURGER,IN6SU   ,ELECTRO STIMULATION FOR PERIPHERAL MAJOR            1000           ,   
DEPARTMENT OF NEURO SURGER,IN7SU   ,ELECTRICAL STIMULATION FOR RHIZOTOMY               ,1500              
DEPARTMENT OF NEURO SURGER,IN8SU   ,ULTRASONIC ASPIRATOR                               ,1000              
DEPARTMENT OF NEURO SURGER,IN9SU   ,USE OF ZIMMER DRILL                                ,2000              
DEPARTMENT OF NEURO SURGER,N100SU  ,CRANIAL SURGERY FOR TUMORS & VASCULAR LESION      ,16000              
DEPARTMENT OF NEURO SURGER,N101SU  ,BURR HOLE FOR CH.SDH/ABSCESS DRINAGE               ,3000              
DEPARTMENT OF NEURO SURGER,N102SU  ,VH SHUNT & THECO PERITONEAL SHUNT(EXCLUDING S      ,6750              
DEPARTMENT OF NEURO SURGER,N103SU  ,SPINAL EXTRADURAL/DISC                             ,9750              
DEPARTMENT OF NEURO SURGER,N104SU  ,SPINAL FUSION                                     ,12000              
DEPARTMENT OF NEURO SURGER,N105SU  ,SPINAL INTRADURAL                                 ,11750              
DEPARTMENT OF NEURO SURGER,N106SU  ,PERIPHERAL NERVE REPAIR  ,                          7750              
DEPARTMENT OF NEURO SURGER,N107SU  ,CRANIAL MAJOR (FOR HEAD  INJURY)                  ,12000              
DEPARTMENT OF NEURO SURGER,N108SU  ,CRANIAL MINOR( RESERVOIR PLACEMENT)                ,2000              
DEPARTMENT OF NEURO SURGER,N109SU  ,TWIST DRILL HOLE PLACEMENT            ,             1500              
DEPARTMENT OF NEURO SURGER,N110SU  ,SPINAL  (MINOR)                                    ,1000              
DEPARTMENT OF NEURO SURGER,N111SU  ,PERIPHERAL NERVE SURGERY(MAJOR)                   ,10250              
DEPARTMENT OF NEURO SURGER,N112SU  ,PERIPHERAL NERVE SURGERY(MINOR)                    ,7750              
DEPARTMENT OF NEURO SURGER,N113SU  ,CRANIAL MINOR ELEVATION,OF DEPRESSED FRACTURE      ,5000              
DEPARTMENT OF NEURO SURGER,N114SU  ,CRANIAL RE-DO SURGERY FORCOMPLICATIONS             ,4000              
DEPARTMENT OF NEURO SURGER,N115SU  ,SPINAL RE-DO SURGERY FOR COMPLICATIONS              3000        ,      
DEPARTMENT OF NEURO SURGER,N116SU  ,MENINGO MYELOCELE REPAIR&SURGERY (SPINALDYSRA      ,7750              
DEPARTMENT OF NEURO SURGER,N117SU  ,TRACHEOSTOMY                                        ,500              
DEPARTMENT OF NEURO SURGER,N118SU  ,WOUND DEBRIDEMENT /SHUNT REMOVAL                    ,500              
DEPARTMENT OF NEURO SURGER,N119SU  ,RESUTURING OF WOUND                                 ,200              
DEPARTMENT OF NEURO SURGER,N120SU  ,SHUNT REVISION                                     ,1500              
DEPARTMENT OF NEURO SURGER,N121SU  ,TRANS-SPHENOIDAL SURGERY FOR PITUIRARY TUMORS     ,14000              
DEPARTMENT OF NEURO SURGER,N122SU  ,TRANS-SPHENOIDAL BIOPSY  SINUS                     ,4750              
DEPARTMENT OF NEURO SURGER,N123SU  ,DIAGNOSTIC                                         ,7750              
DEPARTMENT OF NEURO SURGER,N124SU  ,THERAPEUTIC                                       ,12750              
DEPARTMENT OF NEURO SURGER,N125SU  ,AS AN AID IN MICROSCOPY  STEREOTAXIC SURGERY       ,5000              
DEPARTMENT OF NEURO SURGER,N126SU  ,BIOPSY                                             ,7500              
DEPARTMENT OF NEURO SURGER,N127SU  ,HAEMATOMA EVACUATION                              ,10000              
DEPARTMENT OF NEURO SURGER,N128SU  ,STEREOTACTIC BIOPSY UNDER GA (STEREOTAXIC SUR     ,10250              
DEPARTMENT OF NEURO SURGER,N129SU  ,STEREOTAXIC HEMATOMAS EVACUATION UNDER GA(S S     ,12750              
